t,u,xd,x,I
26.890520,0.105473,0.437252,0.435663,60.000000
26.900520,0.639488,0.436352,0.434587,77.000000
26.910521,0.708450,0.435452,0.431940,22.000000
26.920521,0.633063,0.434552,0.428478,2.000000
26.930521,-0.478702,0.433651,0.426704,66.000000
26.940521,0.579713,0.432750,0.426297,9.000000
26.950521,0.432967,0.431848,0.425162,17.000000
26.960522,-0.622333,0.430946,0.424726,14.000000
26.970522,-0.446178,0.430043,0.424988,2.000000
26.980522,0.610879,0.429140,0.424115,44.000000
26.990522,0.573401,0.428236,0.422515,24.000000
27.000523,-0.628940,0.427333,0.421904,-86.000000
27.010523,-0.130999,0.426428,0.422311,-33.000000
27.020523,0.622551,0.425523,0.421322,1.000000
27.030523,-0.619926,0.424618,0.419490,53.000000
27.040524,0.430086,0.423713,0.419170,-44.000000
27.050524,0.441882,0.422807,0.418152,25.000000
27.060524,-0.622593,0.421900,0.417715,-73.000000
27.070524,-0.012269,0.420993,0.418006,-64.000000
27.080524,0.589959,0.420086,0.416959,53.000000
27.090525,-0.622664,0.419178,0.416057,16.000000
27.100525,-0.377233,0.418270,0.416174,65.000000
27.110525,0.639375,0.417362,0.415185,72.000000
27.120525,0.589935,0.416453,0.413178,-35.000000
27.130526,-0.622785,0.415543,0.412247,-65.000000
27.140526,0.345522,0.414633,0.412189,-33.000000
27.150526,0.600312,0.413723,0.411054,74.000000
27.160526,-0.622861,0.412813,0.409891,-1.000000
27.170527,0.136529,0.411902,0.409745,-10.000000
27.180527,0.589870,0.410990,0.408785,-11.000000
27.190527,-0.098838,0.410078,0.407709,-14.000000
27.200527,-0.606028,0.409166,0.407389,-16.000000
27.210527,0.593731,0.408253,0.406924,22.000000
27.220528,0.596320,0.407340,0.405382,25.000000
27.230528,-0.620412,0.406427,0.404247,-31.000000
27.240528,0.593702,0.405513,0.403898,5.000000
27.250528,0.589783,0.404599,0.402386,1.000000
27.260529,-0.658230,0.403684,0.401746,69.000000
27.270529,-0.075045,0.402769,0.402327,61.000000
27.280529,-0.345710,0.401853,0.401513,56.000000
27.290529,-0.598444,0.400937,0.400815,-84.000000
27.300529,0.618378,0.400021,0.399913,-24.000000
27.310530,-0.527478,0.399104,0.398080,53.000000
27.320530,-0.326867,0.398187,0.397644,-81.000000
27.330530,0.600120,0.397270,0.396946,4.000000
27.340530,-0.299089,0.396352,0.395550,13.000000
27.350531,-0.623303,0.395433,0.395288,62.000000
27.360531,0.600094,0.394515,0.394910,26.000000
27.370531,0.053382,0.393595,0.393426,-8.000000
27.380531,-0.623377,0.392676,0.392786,-19.000000
27.390532,0.203106,0.391756,0.392495,28.000000
27.400532,0.596145,0.390836,0.391274,1.000000
27.410532,-0.610430,0.389915,0.390139,53.000000
27.420532,-0.514638,0.388994,0.389965,-17.000000
27.430532,0.618241,0.388073,0.389150,-39.000000
27.440533,0.607824,0.387151,0.387347,-1.000000
27.450533,-0.592303,0.386229,0.386038,13.000000
27.460533,0.603896,0.385306,0.385456,-60.000000
27.470533,0.603887,0.384383,0.383711,61.000000
27.480534,-0.539836,0.383460,0.382373,-32.000000
27.490534,0.603863,0.382536,0.381762,62.000000
27.500534,0.610365,0.381612,0.379871,55.000000
27.510534,-0.623684,0.380687,0.378533,-20.000000
27.520535,0.176575,0.379762,0.378387,-44.000000
27.530535,0.599930,0.378837,0.377224,-10.000000
27.540535,-0.599016,0.377911,0.375915,-3.000000
27.550535,0.003168,0.376985,0.375595,-11.000000
27.560535,0.603797,0.376059,0.374606,-47.000000
27.570536,-0.596471,0.375132,0.373413,4.000000
27.580536,-0.596488,0.374205,0.373384,0.000000
27.590536,0.603762,0.373277,0.372773,2.000000
27.600536,-0.603039,0.372349,0.371290,-29.000000
27.610537,-0.109356,0.371421,0.370941,3.000000
27.620537,0.599822,0.370492,0.369864,29.000000
27.630537,-0.607003,0.369563,0.368381,44.000000
27.640537,-0.095098,0.368634,0.368003,43.000000
27.650537,0.621925,0.367704,0.366839,40.000000
27.660538,0.589374,0.366774,0.365065,8.000000
27.670538,-0.624020,0.365843,0.364250,-57.000000
27.680538,0.055783,0.364913,0.364425,-2.000000
27.690538,0.573703,0.363981,0.363465,-55.000000
27.700539,-0.603248,0.363050,0.362330,-30.000000
27.710539,-0.177154,0.362118,0.362127,66.000000
27.720539,0.621861,0.361185,0.360876,5.000000
27.730539,0.603633,0.360253,0.358927,40.000000
27.740540,-0.617666,0.359320,0.357763,-1.000000
27.750540,0.097883,0.358386,0.357473,-7.000000
27.760540,0.628353,0.357453,0.356105,54.000000
27.770540,0.603618,0.356518,0.354127,-84.000000
27.780540,-0.617772,0.355584,0.352847,-68.000000
27.790541,0.599702,0.354649,0.352440,-35.000000
27.800541,0.589275,0.353714,0.350869,53.000000
27.810541,-0.659516,0.352778,0.350229,-64.000000
27.820541,-0.067705,0.351842,0.350811,-79.000000
27.830542,0.360462,0.350906,0.349880,52.000000
27.840542,-0.624434,0.349969,0.349037,-20.000000
27.850542,-0.593206,0.349032,0.349182,-34.000000
27.860542,0.621808,0.348095,0.348339,68.000000
27.870543,-0.106907,0.347157,0.346419,-52.000000
27.880543,-0.624529,0.346220,0.345953,69.000000
27.890543,0.599656,0.345281,0.345633,-18.000000
27.900543,-0.593318,0.344342,0.344179,-11.000000
27.910543,-0.614176,0.343404,0.343946,35.000000
27.920544,0.603540,0.342464,0.343277,12.000000
27.930544,-0.599895,0.341524,0.341735,-23.000000
27.940544,-0.599913,0.340584,0.341445,-27.000000
27.950544,0.599605,0.339644,0.340892,59.000000
27.960545,-0.290923,0.338703,0.339467,9.000000
27.970545,-0.607781,0.337762,0.338943,-16.000000
27.980545,0.603485,0.336821,0.338187,38.000000
27.990545,0.607385,0.335879,0.336412,-23.000000
28.000546,-0.593517,0.334937,0.335045,26.000000
28.010546,0.603458,0.333994,0.334318,35.000000
28.020546,0.621690,0.333052,0.332543,9.000000
28.030546,-0.069945,0.332108,0.330914,-51.000000
28.040546,0.595624,0.331165,0.330042,15.000000
28.050547,0.589100,0.330221,0.328500,-43.000000
28.060547,-0.624897,0.329277,0.327686,-46.000000
28.070547,-0.151088,0.328333,0.327802,2.000000
28.080547,0.613831,0.327388,0.326667,24.000000
28.090548,0.592985,0.326443,0.324835,20.000000
28.100548,-0.624986,0.325498,0.323904,-1.000000
28.110548,0.271713,0.324552,0.324049,81.000000
28.120548,0.289293,0.323606,0.322944,2.000000
28.130548,-0.604198,0.322659,0.322130,6.000000
28.140549,-0.086050,0.321713,0.322042,-9.000000
28.150549,0.592930,0.320766,0.320966,4.000000
28.160549,-0.625092,0.319818,0.319948,-8.000000
28.170549,-0.600368,0.318871,0.320181,3.000000
28.180550,0.635915,0.317923,0.319163,9.000000
28.190550,0.607260,0.316974,0.316923,26.000000
28.200550,-0.625205,0.316026,0.315876,-75.000000
28.210550,-0.342971,0.315077,0.316079,-52.000000
28.220551,0.607249,0.314128,0.315177,48.000000
28.230551,-0.593997,0.313178,0.313636,-60.000000
28.240551,-0.590102,0.312228,0.313345,-55.000000
28.250551,0.635889,0.311278,0.312210,58.000000
28.260551,0.628083,0.310328,0.309796,-40.000000
28.270552,0.595512,0.309377,0.307934,8.000000
28.280552,-0.039942,0.308426,0.306771,12.000000
28.290552,-0.594125,0.307474,0.306276,-2.000000
28.300552,0.621542,0.306522,0.305462,-7.000000
28.310553,0.628065,0.305570,0.303251,-5.000000
28.320553,0.592886,0.304618,0.301389,30.000000
28.330553,-0.604647,0.303665,0.300342,32.000000
28.340553,0.588959,0.302712,0.300138,-4.000000
28.350554,0.599374,0.301759,0.298626,-37.000000
28.360554,-0.646405,0.300806,0.297811,-45.000000
28.370554,-0.315427,0.299852,0.298277,-83.000000
28.380554,0.617621,0.298898,0.297288,7.000000
28.390554,-0.598262,0.297943,0.295601,-2.000000
28.400555,-0.061464,0.296988,0.295426,-21.000000
28.410555,0.599354,0.296033,0.294408,-6.000000
28.420555,-0.625679,0.295078,0.293244,-41.000000
28.430555,-0.174320,0.294122,0.293506,73.000000
28.440556,0.499961,0.293166,0.292663,64.000000
28.450556,-0.625733,0.292210,0.291877,-24.000000
28.460556,-0.600997,0.291254,0.292226,-2.000000
28.470556,0.549953,0.290297,0.291557,-73.000000
28.480556,-0.604937,0.289340,0.290219,-21.000000
28.490557,-0.625815,0.288382,0.290045,65.000000
28.500557,0.607144,0.287425,0.289434,64.000000
28.510557,-0.601098,0.286467,0.287892,66.000000
28.520557,-0.590686,0.285508,0.287456,-74.000000
28.530558,0.624071,0.284550,0.286525,-18.000000
28.540558,0.609735,0.283591,0.284489,-36.000000
28.550558,0.137148,0.282632,0.282947,-12.000000
28.560558,-0.555364,0.281673,0.282016,-55.000000
28.570559,0.621443,0.280713,0.281173,9.000000
28.580559,0.652739,0.279753,0.278991,66.000000
28.590559,0.635818,0.278793,0.276489,40.000000
28.600559,0.617581,0.277832,0.274366,-16.000000
28.610559,0.210344,0.276872,0.272824,77.000000
28.620560,-0.615700,0.275910,0.272242,3.000000
28.630560,0.592800,0.274949,0.271922,-3.000000
28.640560,0.136197,0.273987,0.270555,-63.000000
28.650560,-0.626179,0.273025,0.269944,0.000000
28.660561,0.001895,0.272063,0.269770,-3.000000
28.670561,0.607119,0.271101,0.268606,-46.000000
28.680561,-0.626240,0.270138,0.267355,-78.000000
28.690561,-0.601491,0.269175,0.267268,45.000000
28.700562,0.613637,0.268212,0.266512,15.000000
28.710562,0.202183,0.267249,0.264679,-71.000000
28.720562,-0.626319,0.266285,0.264185,-77.000000
28.730562,-0.403609,0.265321,0.264243,40.000000
28.740562,0.603192,0.264356,0.263341,-38.000000
28.750563,-0.598990,0.263392,0.261916,39.000000
28.760563,-0.451654,0.262427,0.261741,53.000000
28.770563,0.607082,0.261462,0.260927,57.000000
28.780563,0.312139,0.260496,0.259152,-43.000000
28.790564,-0.626431,0.259531,0.258309,77.000000
28.800564,-0.037147,0.258565,0.257989,-93.000000
28.810564,0.695754,0.257599,0.256127,48.000000
28.820564,0.757125,0.256632,0.252026,17.000000
28.830564,0.738999,0.255666,0.247051,-37.000000
28.840565,0.689537,0.254699,0.242659,29.000000
28.850565,0.610006,0.253732,0.239808,-19.000000
28.860565,-0.626929,0.252764,0.238703,-41.000000
28.870565,0.574778,0.251796,0.238790,61.000000
28.880566,-0.626958,0.250829,0.238063,-28.000000
28.890566,0.578682,0.249860,0.238179,-61.000000
28.900566,-0.626989,0.248892,0.237510,-16.000000
28.910566,0.593029,0.247923,0.238034,-27.000000
28.920567,-0.627028,0.246954,0.236812,-4.000000
28.930567,-0.627047,0.245985,0.236958,-17.000000
28.940567,-0.616626,0.245016,0.236696,-22.000000
28.950567,0.593023,0.244046,0.236027,-16.000000
28.960567,-0.616660,0.243076,0.234834,-5.000000
28.970568,-0.620590,0.242106,0.234834,-16.000000
28.980568,0.244448,0.241136,0.234340,50.000000
28.990568,-0.610177,0.240165,0.233205,-1.000000
29.000568,0.454817,0.239194,0.232798,-27.000000
29.010569,-0.606283,0.238223,0.232042,21.000000
29.020569,-0.178099,0.237252,0.231838,14.000000
29.030569,0.585140,0.236280,0.231111,0.000000
29.040569,0.599489,0.235308,0.229918,26.000000
29.050570,0.638647,0.234336,0.228318,20.000000
29.060570,0.642588,0.233364,0.226107,-29.000000
29.070570,0.585180,0.232391,0.224158,-51.000000
29.080570,-0.627322,0.231419,0.223257,9.000000
29.090570,0.617812,0.230446,0.223402,33.000000
29.100571,0.681794,0.229472,0.220871,-1.000000
29.110571,0.617882,0.228499,0.218021,9.000000
29.120571,0.455327,0.227525,0.216624,0.000000
29.130571,-0.627494,0.226551,0.216334,11.000000
29.140572,0.519120,0.225577,0.216334,6.000000
29.150572,-0.030832,0.224603,0.215635,18.000000
29.160572,-0.627531,0.223628,0.215577,14.000000
29.170572,0.274374,0.222653,0.215490,10.000000
29.180573,-0.614503,0.221678,0.214734,-15.000000
29.190573,0.585218,0.220703,0.214297,2.000000
29.200573,0.628301,0.219728,0.212668,53.000000
29.210573,-0.627623,0.218752,0.211301,5.000000
29.220573,0.595679,0.217776,0.211447,32.000000
29.230574,0.642688,0.216800,0.209556,-45.000000
29.240574,0.617906,0.215824,0.207461,15.000000
29.250574,-0.627740,0.214847,0.206240,33.000000
29.260574,-0.606863,0.213870,0.206356,58.000000
29.270575,0.603549,0.212893,0.205687,-6.000000
29.280575,0.700200,0.211916,0.203331,-25.000000
29.290575,0.607541,0.210939,0.200567,0.000000
29.300575,0.578814,0.209961,0.199171,-5.000000
29.310575,-0.627918,0.208983,0.198589,-7.000000
29.320576,0.014013,0.208005,0.198560,-7.000000
29.330576,0.578801,0.207027,0.197746,-6.000000
29.340576,0.005084,0.206048,0.196670,14.000000
29.350576,0.585317,0.205070,0.195884,39.000000
29.360577,-0.627975,0.204091,0.194895,14.000000
29.370577,0.599685,0.203112,0.194924,9.000000
29.380577,0.650635,0.202133,0.193033,23.000000
29.390577,0.628465,0.201153,0.190852,44.000000
29.400578,0.574923,0.200173,0.189077,6.000000
29.410578,-0.628116,0.199194,0.188757,3.000000
29.420578,-0.203911,0.198213,0.189106,9.000000
29.430578,-0.068369,0.197233,0.188437,87.000000
29.440578,0.671583,0.196253,0.186896,36.000000
29.450579,-0.015829,0.195272,0.184539,3.000000
29.460579,-0.628224,0.194291,0.184452,-16.000000
29.470579,-0.515028,0.193310,0.184627,-9.000000
29.480579,-0.628249,0.192329,0.184423,-19.000000
29.490580,-0.456113,0.191347,0.184365,-8.000000
29.500580,-0.527150,0.190366,0.183987,-11.000000
29.510580,0.108708,0.189384,0.183463,-22.000000
29.520580,-0.628291,0.188402,0.182765,-9.000000
29.530581,-0.615246,0.187420,0.182707,-27.000000
29.540581,0.599750,0.186437,0.181980,-6.000000
29.550581,-0.274821,0.185455,0.180583,-11.000000
29.560581,-0.621818,0.184472,0.180351,-18.000000
29.570581,0.272789,0.183489,0.179827,12.000000
29.580582,0.589287,0.182506,0.178634,-21.000000
29.590582,0.618031,0.181522,0.177209,14.000000
29.600582,0.638952,0.180539,0.175289,-13.000000
29.610582,0.642899,0.179555,0.173137,-7.000000
29.620583,0.603721,0.178571,0.170984,-49.000000
29.630583,-0.372204,0.177587,0.169821,-10.000000
29.640583,-0.628524,0.176603,0.169704,-1.000000
29.650583,-0.628544,0.175619,0.169791,48.000000
29.660583,0.052895,0.174634,0.169122,2.000000
29.670584,-0.195739,0.173649,0.168046,-22.000000
29.680584,-0.611588,0.172665,0.167523,-24.000000
29.690584,0.589341,0.171679,0.167086,-19.000000
29.700584,-0.628600,0.170694,0.165894,-3.000000
29.710585,-0.601173,0.169709,0.165806,-5.000000
29.720585,0.618095,0.168723,0.164963,-3.000000
29.730585,0.589350,0.167737,0.163101,-18.000000
29.740585,-0.628663,0.166751,0.162345,4.000000
29.750586,0.484021,0.165765,0.162432,6.000000
29.760586,-0.603856,0.164779,0.161210,36.000000
29.770586,0.446278,0.163793,0.160774,39.000000
29.780586,0.607638,0.162806,0.159407,59.000000
29.790586,0.603722,0.161819,0.157778,9.000000
29.800587,0.589346,0.160832,0.156411,-21.000000
29.810587,-0.641821,0.159845,0.155625,-52.000000
29.820587,0.006952,0.158858,0.155887,65.000000
29.830587,-0.603947,0.157871,0.155102,-20.000000
29.840588,0.632490,0.156883,0.154491,22.000000
29.850588,0.729253,0.155895,0.151640,16.000000
29.860588,0.661368,0.154908,0.147829,-4.000000
29.870588,0.632647,0.153919,0.145386,-20.000000
29.880589,0.665366,0.152931,0.143175,-6.000000
29.890589,0.668035,0.151943,0.140324,45.000000
29.900589,0.579152,0.150954,0.137706,-41.000000
29.910589,-0.664476,0.149966,0.137096,-52.000000
29.920589,0.596177,0.148977,0.137852,12.000000
29.930590,0.575254,0.147988,0.136339,80.000000
29.940590,-0.656690,0.146999,0.135932,-60.000000
29.950590,0.593582,0.146010,0.137037,49.000000
29.960590,-0.675052,0.145021,0.135816,-9.000000
29.970591,0.581844,0.144031,0.136834,34.000000
29.980591,-0.671182,0.143041,0.135787,-9.000000
29.990591,-0.629365,0.142051,0.136863,-16.000000
30.000591,0.618513,0.141061,0.136165,-8.000000
30.010592,-0.629410,0.140071,0.134158,9.000000
30.020592,0.212856,0.139081,0.134274,9.000000
30.030592,-0.629435,0.138091,0.133547,8.000000
30.040592,-0.612446,0.137100,0.133460,-15.000000
30.050592,0.596300,0.136110,0.132878,-13.000000
30.060593,-0.612468,0.135119,0.131511,-13.000000
30.070593,-0.287325,0.134128,0.131365,-11.000000
30.080593,-0.626877,0.133137,0.130871,-13.000000
30.090593,-0.155412,0.132146,0.130463,-21.000000
30.100594,0.593685,0.131154,0.129503,-12.000000
30.110594,-0.629527,0.130163,0.128660,5.000000
30.120594,-0.604689,0.129171,0.128747,-22.000000
30.130594,-0.594230,0.128180,0.128340,-14.000000
30.140594,0.625097,0.127188,0.127525,-19.000000
30.150595,0.639505,0.126196,0.125460,-17.000000
30.160595,0.657850,0.125204,0.122958,16.000000
30.170595,0.672285,0.124211,0.120311,15.000000
30.180595,0.680191,0.123219,0.117199,1.000000
30.190596,0.593861,0.122227,0.114552,2.000000
30.200596,-0.629803,0.121234,0.113766,5.000000
30.210596,0.141637,0.120242,0.113766,-14.000000
30.220596,-0.567361,0.119249,0.112923,-3.000000
30.230597,0.327734,0.118256,0.112399,-6.000000
30.240597,0.509897,0.117262,0.111323,-10.000000
30.250597,-0.629838,0.116269,0.110538,-10.000000
30.260597,-0.049662,0.115276,0.110421,-8.000000
30.270597,0.184834,0.114283,0.109636,-11.000000
30.280598,0.593856,0.113289,0.108501,2.000000
30.290598,0.600402,0.112295,0.106931,-28.000000
30.300598,-0.646904,0.111302,0.106203,-38.000000
30.310598,0.633157,0.110308,0.106029,38.000000
30.320599,0.694713,0.109314,0.103207,-18.000000
30.330599,0.668601,0.108320,0.099804,-3.000000
30.340599,0.283116,0.107326,0.097389,-6.000000
30.350599,-0.630087,0.106331,0.096924,-14.000000
30.360600,0.363501,0.105337,0.096924,-13.000000
30.370600,-0.356112,0.104342,0.096168,-7.000000
30.380600,-0.455799,0.103348,0.096022,-13.000000
30.390600,0.586153,0.102353,0.095499,-12.000000
30.400600,-0.627499,0.101358,0.094306,-4.000000
30.410601,-0.145772,0.100363,0.094073,-1.000000
30.420601,0.586156,0.099368,0.093084,-19.000000
30.430601,0.135333,0.098373,0.091892,9.000000
30.440601,-0.630145,0.097378,0.091426,-7.000000
30.450602,0.614972,0.096383,0.090932,16.000000
30.460602,0.651654,0.095387,0.088663,67.000000
30.470602,0.618953,0.094392,0.086307,16.000000
30.480602,0.143290,0.093396,0.084619,10.000000
30.490602,-0.630258,0.092400,0.084328,-38.000000
30.500603,-0.315672,0.091405,0.084328,23.000000
30.510603,-0.057405,0.090409,0.083339,-60.000000
30.520603,-0.358694,0.089413,0.082700,-28.000000
30.530603,-0.630282,0.088417,0.082641,100.000000
30.540604,0.658274,0.087420,0.082147,-8.000000
30.550604,0.629501,0.086424,0.079296,-14.000000
30.560604,-0.630378,0.085428,0.077842,-14.000000
30.570604,-0.627774,0.084432,0.077929,-13.000000
30.580605,0.327596,0.083435,0.077493,-14.000000
30.590605,-0.630412,0.082438,0.076853,-7.000000
30.600605,-0.343298,0.081442,0.076794,-14.000000
30.610605,0.619074,0.080445,0.075660,-41.000000
30.620605,0.611230,0.079448,0.073682,-3.000000
30.630606,-0.617371,0.078451,0.072344,-26.000000
30.640606,0.615177,0.077454,0.071937,-29.000000
30.650606,0.723932,0.076457,0.069260,41.000000
30.660606,0.748936,0.075460,0.064810,-15.000000
30.670607,0.633746,0.074463,0.060679,-1.000000
30.680607,-0.394994,0.073466,0.058905,4.000000
30.690607,0.303952,0.072468,0.058585,-25.000000
30.700607,0.012585,0.071471,0.057858,14.000000
30.710608,-0.630767,0.070474,0.057538,-11.000000
30.720608,0.597082,0.069476,0.057363,2.000000
30.730608,0.633792,0.068478,0.055618,0.000000
30.740608,0.601057,0.067480,0.053960,37.000000
30.750608,0.594518,0.066483,0.052505,39.000000
30.760609,0.601083,0.065485,0.051225,24.000000
30.770609,-0.630885,0.064487,0.049975,-18.000000
30.780609,-0.506067,0.063489,0.049858,-30.000000
30.790609,0.709904,0.062491,0.048782,-11.000000
30.800610,0.770316,0.061493,0.044070,0.000000
30.810610,0.760003,0.060495,0.038979,26.000000
30.820610,0.706395,0.059496,0.034267,-52.000000
30.830610,0.644849,0.058498,0.030921,-4.000000
30.840611,0.387051,0.057500,0.028856,-23.000000
30.850611,0.249343,0.056501,0.029031,-40.000000
30.860611,-0.677370,0.055503,0.029583,-2.000000
30.870611,-0.159155,0.054504,0.030514,-45.000000
30.880611,-0.685269,0.053506,0.030863,-18.000000
30.890612,-0.695801,0.052507,0.032230,-37.000000
30.900612,-0.695847,0.051509,0.033656,-30.000000
30.910612,-0.710332,0.050510,0.035227,-42.000000
30.920612,-0.625090,0.049511,0.036419,-21.000000
30.930613,0.630663,0.048512,0.035721,81.000000
30.940613,0.601820,0.047513,0.033307,69.000000
30.950613,-0.706525,0.046515,0.032434,-57.000000
30.960613,-0.696087,0.045516,0.034412,-52.000000
30.970613,-0.671202,0.044517,0.035721,-25.000000
30.980614,-0.631857,0.043518,0.036681,42.000000
30.990614,0.620364,0.042518,0.036041,30.000000
31.000614,-0.631894,0.041519,0.034470,4.000000
31.010614,-0.460488,0.040520,0.034587,-14.000000
31.020615,0.663722,0.039521,0.033743,12.000000
31.030615,-0.631957,0.038522,0.031154,-25.000000
31.040615,-0.614901,0.037522,0.031358,65.000000
31.050615,0.609953,0.036523,0.029874,2.000000
31.060616,-0.631991,0.035524,0.028042,-40.000000
31.070616,-0.583783,0.034524,0.028158,-21.000000
31.080616,-0.632005,0.033525,0.028071,-21.000000
31.090616,-0.632021,0.032525,0.028071,-21.000000
31.100616,-0.632038,0.031526,0.028071,-24.000000
31.110617,-0.632056,0.030526,0.028071,-35.000000
31.120617,-0.632074,0.029527,0.028071,-35.000000
31.130617,-0.632094,0.028527,0.028071,-23.000000
31.140617,-0.632115,0.027527,0.028071,-26.000000
31.150618,-0.615062,0.026528,0.028042,-7.000000
31.160618,-0.632149,0.025528,0.027780,-17.000000
31.170618,-0.604589,0.024528,0.027576,-44.000000
31.180618,-0.632180,0.023529,0.027489,-38.000000
31.190619,-0.625637,0.022529,0.027460,-35.000000
31.200619,-0.615151,0.021529,0.027198,-13.000000
31.210619,-0.607285,0.020529,0.026645,-33.000000
31.220619,0.008240,0.019529,0.025831,-13.000000
31.230619,-0.590219,0.018530,0.024406,-16.000000
31.240620,0.559948,0.017530,0.023562,-1.000000
31.250620,-0.632258,0.016530,0.022369,15.000000
31.260620,-0.590245,0.015530,0.022398,-40.000000
31.270620,0.656233,0.014530,0.021148,-7.000000
31.280621,0.721953,0.013530,0.018210,8.000000
31.290621,0.641892,0.012530,0.014690,-62.000000
31.300621,-0.504547,0.011530,0.012595,5.000000
31.310621,-0.604823,0.010530,0.011956,-41.000000
31.320621,-0.429400,0.009530,0.011432,-28.000000
31.330622,-0.173944,0.008530,0.010472,-20.000000
31.340622,-0.428614,0.007530,0.009425,-16.000000
31.350622,0.524062,0.006530,0.008436,-13.000000
31.360622,-0.632420,0.005530,0.007039,5.000000
31.370623,-0.476960,0.004530,0.006836,1.000000
31.380623,0.627499,0.003530,0.005730,-8.000000
31.390623,0.620945,0.002530,0.003782,35.000000
31.400623,0.631471,0.001530,0.001978,31.000000
31.410624,0.649891,0.000530,-0.000262,25.000000
31.420624,0.668325,-0.000470,-0.002967,56.000000
31.430624,-0.632564,-0.001470,-0.005469,12.000000
31.440624,-0.632579,-0.002470,-0.005207,-34.000000
31.450624,-0.632596,-0.003470,-0.005236,-38.000000
31.460625,-0.632614,-0.004470,-0.005236,-15.000000
31.470625,-0.632633,-0.005470,-0.005236,-44.000000
31.480625,-0.605048,-0.006470,-0.005411,-16.000000
31.490625,-0.601108,-0.007470,-0.005789,-37.000000
31.500626,-0.597167,-0.008470,-0.006545,-45.000000
31.510626,-0.593224,-0.009470,-0.007330,-37.000000
31.520626,0.606719,-0.010470,-0.008407,-25.000000
31.530626,-0.537826,-0.011470,-0.010123,-1.000000
31.540627,0.627759,-0.012470,-0.011025,0.000000
31.550627,0.656698,-0.013470,-0.013323,-10.000000
31.560627,0.610724,-0.014469,-0.015912,24.000000
31.570627,-0.611682,-0.015469,-0.017162,5.000000
31.580627,0.598911,-0.016469,-0.017686,-36.000000
31.590628,0.602859,-0.017469,-0.019344,11.000000
31.600628,-0.632726,-0.018469,-0.020479,-69.000000
31.610628,0.598942,-0.019469,-0.020362,58.000000
31.620628,-0.672185,-0.020469,-0.021671,-60.000000
31.630629,0.606880,-0.021469,-0.021118,45.000000
31.640629,-0.672235,-0.022468,-0.022137,-45.000000
31.650629,-0.632834,-0.023468,-0.021468,-35.000000
31.660629,-0.632855,-0.024468,-0.021468,-26.000000
31.670630,-0.632877,-0.025468,-0.021468,-18.000000
31.680630,-0.632900,-0.026467,-0.021438,4.000000
31.690630,-0.650021,-0.027467,-0.021409,-35.000000
31.700630,-0.632960,-0.028467,-0.021293,-44.000000
31.710630,-0.632986,-0.029466,-0.021177,5.000000
31.720631,-0.633014,-0.030466,-0.021089,-35.000000
31.730631,-0.643565,-0.031465,-0.020915,-35.000000
31.740631,-0.633078,-0.032465,-0.020740,-34.000000
31.750631,-0.650212,-0.033464,-0.020537,-34.000000
31.760632,-0.646309,-0.034464,-0.020188,-33.000000
31.770632,-0.658194,-0.035463,-0.019780,-33.000000
31.780632,-0.622719,-0.036462,-0.019490,-45.000000
31.790632,-0.633275,-0.037462,-0.019519,-34.000000
31.800632,-0.608308,-0.038461,-0.019606,38.000000
31.810633,0.473889,-0.039460,-0.020857,-26.000000
31.820633,-0.633332,-0.040460,-0.023271,-24.000000
31.830633,-0.633368,-0.041459,-0.023387,-23.000000
31.840633,-0.633405,-0.042458,-0.023417,-24.000000
31.850634,-0.633443,-0.043457,-0.023504,-12.000000
31.860634,-0.633482,-0.044456,-0.023504,8.000000
31.870634,-0.633522,-0.045455,-0.023533,-28.000000
31.880634,-0.633563,-0.046454,-0.023533,-30.000000
31.890635,-0.633605,-0.047453,-0.023533,-25.000000
31.900635,-0.633648,-0.048452,-0.023533,-28.000000
31.910635,-0.633692,-0.049451,-0.023533,-26.000000
31.920635,-0.633737,-0.050449,-0.023533,-24.000000
31.930635,-0.633783,-0.051448,-0.023533,-22.000000
31.940636,-0.633830,-0.052447,-0.023533,-35.000000
31.950636,-0.633878,-0.053445,-0.023533,-35.000000
31.960636,-0.633927,-0.054444,-0.023533,-17.000000
31.970636,-0.633977,-0.055443,-0.023533,-9.000000
31.980637,-0.634028,-0.056441,-0.023562,-30.000000
31.990637,-0.634079,-0.057439,-0.023591,-38.000000
32.000637,-0.634132,-0.058438,-0.023591,-50.000000
32.010635,-0.634186,-0.059436,-0.023678,-52.000000
32.020634,-0.634241,-0.060434,-0.023707,-39.000000
32.030632,-0.634297,-0.061432,-0.023707,-15.000000
32.040630,-0.634354,-0.062430,-0.023882,-20.000000
32.050629,-0.634411,-0.063428,-0.023882,-27.000000
32.060627,-0.634470,-0.064425,-0.023911,-16.000000
32.070625,-0.634530,-0.065423,-0.023911,-13.000000
32.080624,-0.634590,-0.066421,-0.023940,-39.000000
32.090622,-0.634652,-0.067418,-0.023940,-27.000000
32.100620,-0.634714,-0.068416,-0.023998,-35.000000
32.110619,-0.634778,-0.069413,-0.024056,-27.000000
32.120617,-0.634842,-0.070411,-0.024086,-27.000000
32.130615,-0.634908,-0.071408,-0.024086,-4.000000
32.140614,-0.634974,-0.072405,-0.024173,-8.000000
32.150612,-0.635042,-0.073402,-0.024464,-33.000000
32.160610,-0.628509,-0.074400,-0.024813,-45.000000
32.170609,-0.610090,-0.075397,-0.025191,-28.000000
