t,u,xd,x,I
49.877636,0.527519,-0.962323,-0.959669,-3.000000
49.887634,-0.725990,-0.962051,-0.958913,-20.000000
49.897633,-0.707989,-0.961778,-0.956179,16.000000
49.907631,0.697665,-0.961503,-0.955248,23.000000
49.917629,0.304148,-0.961228,-0.956673,-13.000000
49.927628,-0.710717,-0.960952,-0.956324,-30.000000
49.937626,-0.649714,-0.960675,-0.954113,5.000000
49.947624,0.691023,-0.960397,-0.953764,22.000000
49.957623,0.678615,-0.960118,-0.955306,40.000000
49.967621,0.423163,-0.959838,-0.956120,-78.000000
49.977619,-0.627409,-0.959557,-0.956004,9.000000
49.987617,0.678777,-0.959275,-0.955568,59.000000
49.997616,0.691328,-0.958992,-0.956819,24.000000
50.007614,0.656733,-0.958708,-0.957953,27.000000
50.017612,-0.725771,-0.958423,-0.957575,-7.000000
50.027611,-0.664758,-0.958137,-0.954550,8.000000
50.037609,0.683320,-0.957851,-0.953735,4.000000
50.047607,0.574356,-0.957563,-0.954870,37.000000
50.057606,-0.657735,-0.957274,-0.954579,30.000000
50.067604,0.460949,-0.956985,-0.953328,7.000000
50.077602,0.648866,-0.956694,-0.953561,12.000000
50.087601,-0.631266,-0.956403,-0.953735,8.000000
50.097599,0.560390,-0.956110,-0.953182,2.000000
50.107597,0.635139,-0.955817,-0.953997,32.000000
50.117596,-0.638071,-0.955522,-0.953939,17.000000
50.127594,0.635237,-0.955227,-0.953066,1.000000
50.137592,0.635282,-0.954931,-0.953735,21.000000
50.147591,-0.626845,-0.954633,-0.953822,21.000000
50.157589,0.679767,-0.954335,-0.953386,8.000000
50.167587,0.653479,-0.954036,-0.954404,26.000000
50.177586,-0.637845,-0.953736,-0.954753,-6.000000
50.187584,0.635550,-0.953435,-0.954113,21.000000
50.197582,0.635598,-0.953133,-0.955044,0.000000
50.207581,-0.657145,-0.952830,-0.955044,29.000000
50.217579,0.688427,-0.952526,-0.954142,-1.000000
50.227577,0.657983,-0.952221,-0.955539,-5.000000
50.237576,0.635846,-0.951915,-0.955917,40.000000
50.247574,0.635897,-0.951608,-0.955917,36.000000
50.257572,0.635949,-0.951301,-0.955946,11.000000
50.267570,0.636001,-0.950992,-0.955946,-23.000000
50.277569,0.636053,-0.950682,-0.955946,14.000000
50.287567,0.481409,-0.950372,-0.955946,19.000000
50.297565,-0.234861,-0.950060,-0.955742,-6.000000
50.307564,0.636196,-0.949748,-0.955364,27.000000
50.317562,0.658451,-0.949434,-0.955771,44.000000
50.327560,0.625213,-0.949120,-0.956033,41.000000
50.337559,0.636363,-0.948805,-0.955830,41.000000
50.347557,0.636417,-0.948488,-0.955742,-3.000000
50.357555,0.625370,-0.948171,-0.955742,41.000000
50.367554,0.224961,-0.947853,-0.955597,16.000000
50.377552,0.636566,-0.947534,-0.955422,6.000000
50.387550,0.636621,-0.947214,-0.955684,24.000000
50.397549,-0.648146,-0.946893,-0.955306,40.000000
50.407547,0.636723,-0.946571,-0.954375,8.000000
50.417545,0.636779,-0.946248,-0.954957,-67.000000
50.427544,-0.736856,-0.945924,-0.954550,-58.000000
50.437542,-0.732709,-0.945599,-0.951175,-1.000000
50.447540,-0.693861,-0.945273,-0.948615,-3.000000
50.457539,-0.648043,-0.944947,-0.946987,11.000000
50.467537,0.637161,-0.944619,-0.946347,-51.000000
50.477535,-0.686835,-0.944290,-0.946521,-14.000000
50.487534,-0.728468,-0.943961,-0.944427,-5.000000
50.497532,-0.697945,-0.943630,-0.941751,31.000000
50.507530,0.179897,-0.943299,-0.940005,-9.000000
50.517529,0.637514,-0.942967,-0.939714,-20.000000
50.527527,-0.706185,-0.942633,-0.939453,25.000000
50.537525,-0.675644,-0.942299,-0.936747,4.000000
50.547523,0.694658,-0.941964,-0.935816,-6.000000
50.557522,0.456082,-0.941628,-0.936747,-5.000000
50.567520,-0.645023,-0.941291,-0.936078,18.000000
50.577518,0.548580,-0.940953,-0.935293,11.000000
50.587517,0.493349,-0.940614,-0.935962,-3.000000
50.597515,-0.640736,-0.940274,-0.935816,5.000000
50.607513,0.675539,-0.939933,-0.935206,11.000000
50.617512,0.618356,-0.939591,-0.935875,20.000000
50.627510,-0.651742,-0.939249,-0.935322,7.000000
50.637508,0.521717,-0.938905,-0.934362,4.000000
50.647507,0.618011,-0.938560,-0.934769,18.000000
50.657505,-0.632182,-0.938215,-0.934566,9.000000
50.667503,0.587051,-0.937868,-0.933780,3.000000
50.677502,0.638394,-0.937521,-0.934187,14.000000
50.687500,-0.655663,-0.937173,-0.933693,17.000000
50.697498,0.584819,-0.936823,-0.932646,0.000000
50.707497,-0.647259,-0.936473,-0.932791,6.000000
50.717495,0.598368,-0.936122,-0.932006,32.000000
50.727493,0.638646,-0.935770,-0.932238,16.000000
50.737492,-0.651307,-0.935417,-0.931773,-6.000000
50.747490,-0.636000,-0.935063,-0.930551,-18.000000
50.757488,-0.629019,-0.934708,-0.929795,33.000000
50.767487,0.525877,-0.934352,-0.929533,8.000000
50.777485,-0.314704,-0.933995,-0.929766,-22.000000
50.787483,0.404601,-0.933638,-0.929271,-37.000000
50.797482,0.635410,-0.933279,-0.929271,-2.000000
50.807480,-0.655192,-0.932919,-0.928952,-29.000000
50.817478,-0.707946,-0.932559,-0.927410,-31.000000
50.827477,-0.723237,-0.932198,-0.924937,-13.000000
50.837475,-0.685754,-0.931835,-0.922319,14.000000
50.847473,-0.620456,-0.931472,-0.920865,13.000000
50.857471,0.665818,-0.931108,-0.920690,8.000000
50.867470,-0.635664,-0.930743,-0.921330,32.000000
50.877468,-0.078621,-0.930377,-0.920428,-4.000000
50.887466,0.703483,-0.930010,-0.920923,20.000000
50.897465,0.220822,-0.929642,-0.922057,24.000000
50.907463,0.222611,-0.929273,-0.921679,12.000000
50.917461,0.681418,-0.928903,-0.922174,21.000000
50.927460,0.472144,-0.928532,-0.922901,7.000000
50.937458,-0.226850,-0.928161,-0.922785,9.000000
50.947456,0.673234,-0.927788,-0.922610,37.000000
50.957455,0.630604,-0.927414,-0.922988,47.000000
50.967453,-0.704778,-0.927040,-0.922465,-15.000000
50.977451,-0.658929,-0.926665,-0.920079,-9.000000
50.987450,0.666551,-0.926288,-0.919439,-9.000000
50.997448,0.485841,-0.925911,-0.920225,30.000000
51.007446,-0.661611,-0.925533,-0.919498,-16.000000
51.017445,0.350889,-0.925154,-0.918334,4.000000
51.027443,0.404608,-0.924774,-0.918363,-14.000000
51.037441,-0.628150,-0.924393,-0.918189,12.000000
51.047440,0.400400,-0.924011,-0.917520,-8.000000
51.057438,0.454480,-0.923628,-0.917549,6.000000
51.067436,-0.643311,-0.923245,-0.917200,1.000000
51.077435,0.195232,-0.922860,-0.916123,-10.000000
51.087433,-0.630729,-0.922475,-0.915745,-4.000000
51.097431,-0.623744,-0.922088,-0.915047,-3.000000
51.107430,0.674089,-0.921701,-0.914902,-24.000000
51.117428,-0.634794,-0.921312,-0.915367,-14.000000
51.127426,-0.019935,-0.920923,-0.914553,-7.000000
51.137424,0.493701,-0.920533,-0.914582,15.000000
51.147423,-0.634672,-0.920142,-0.914553,-1.000000
51.157421,0.499213,-0.919750,-0.913796,19.000000
51.167419,-0.172069,-0.919357,-0.913883,-22.000000
51.177418,-0.642888,-0.918963,-0.913302,-29.000000
51.187416,0.517356,-0.918569,-0.912691,75.000000
51.197414,-0.638644,-0.918173,-0.913069,12.000000
51.207413,-0.155649,-0.917776,-0.912342,-31.000000
51.217411,0.641266,-0.917379,-0.912574,-27.000000
51.227409,-0.653812,-0.916981,-0.912749,-35.000000
51.237408,0.641370,-0.916581,-0.911702,-20.000000
51.247406,-0.623164,-0.916181,-0.911673,-21.000000
51.257404,-0.623122,-0.915780,-0.910858,-35.000000
51.267403,0.683200,-0.915378,-0.910829,55.000000
51.277401,-0.627229,-0.914975,-0.911644,34.000000
51.287399,0.641614,-0.914571,-0.910887,-40.000000
51.297398,0.641658,-0.914166,-0.911149,-13.000000
51.307396,-0.668805,-0.913760,-0.910509,-48.000000
51.317394,-0.629865,-0.913354,-0.908880,56.000000
51.327393,0.683520,-0.912946,-0.908735,66.000000
51.337391,-0.690971,-0.912538,-0.909607,-26.000000
51.347389,-0.688187,-0.912128,-0.907484,-50.000000
51.357388,-0.684013,-0.911718,-0.905622,-57.000000
51.367386,-0.675665,-0.911307,-0.903702,23.000000
51.377384,0.246336,-0.910895,-0.902393,-11.000000
51.387383,0.300542,-0.910482,-0.902393,39.000000
51.397381,-0.642200,-0.910068,-0.902132,-42.000000
51.407379,-0.718646,-0.909653,-0.901114,-6.000000
51.417377,-0.703373,-0.909237,-0.899019,-6.000000
51.427376,-0.660276,-0.908820,-0.897099,-19.000000
51.437374,-0.649135,-0.908403,-0.895965,15.000000
51.447372,-0.633816,-0.907984,-0.895121,-13.000000
51.457371,-0.293062,-0.907565,-0.894539,-23.000000
51.467369,0.660855,-0.907145,-0.894685,-43.000000
51.477367,-0.642048,-0.906723,-0.894918,-37.000000
51.487366,-0.206973,-0.906301,-0.893899,-51.000000
51.497364,0.665176,-0.905878,-0.893929,0.000000
51.507362,-0.668369,-0.905454,-0.894132,16.000000
51.517361,-0.703133,-0.905029,-0.892532,-38.000000
51.527359,-0.360669,-0.904604,-0.890874,36.000000
51.537357,0.711346,-0.904177,-0.891020,17.000000
51.547356,-0.006419,-0.903750,-0.892823,-24.000000
51.557354,-0.664103,-0.903321,-0.892503,-12.000000
51.567352,-0.618180,-0.902892,-0.891311,-17.000000
51.577351,0.703241,-0.902462,-0.891921,54.000000
51.587349,0.665750,-0.902031,-0.893289,28.000000
51.597347,-0.659831,-0.901598,-0.893056,-37.000000
51.607346,0.190952,-0.901165,-0.891689,27.000000
51.617344,0.722956,-0.900732,-0.893027,14.000000
51.627342,0.685479,-0.900297,-0.895005,-37.000000
51.637341,-0.637490,-0.899861,-0.895528,-35.000000
51.647339,0.643852,-0.899425,-0.894743,68.000000
51.657337,0.692598,-0.898987,-0.896110,-2.000000
51.667336,-0.637401,-0.898549,-0.896721,12.000000
51.677334,0.644016,-0.898110,-0.895790,25.000000
51.687332,0.644062,-0.897669,-0.896168,14.000000
51.697330,-0.705475,-0.897228,-0.895558,-5.000000
51.707329,-0.740272,-0.896786,-0.892765,-30.000000
51.717327,-0.713864,-0.896344,-0.889914,-28.000000
51.727325,0.453124,-0.895900,-0.888256,39.000000
51.737324,0.540232,-0.895455,-0.888489,26.000000
51.747322,-0.663687,-0.895010,-0.887849,9.000000
51.757320,-0.621910,-0.894563,-0.886365,-82.000000
51.767319,0.697496,-0.894116,-0.886365,-25.000000
51.777317,0.636441,-0.893668,-0.887384,-31.000000
51.787315,-0.656615,-0.893219,-0.886656,-46.000000
51.797314,-0.625966,-0.892769,-0.885231,-20.000000
51.807312,0.693545,-0.892318,-0.885464,15.000000
51.817310,0.658811,-0.891866,-0.886598,10.000000
51.827309,-0.600575,-0.891414,-0.886889,1.000000
51.837307,0.678394,-0.890960,-0.886395,-20.000000
51.847305,0.671496,-0.890505,-0.887064,46.000000
51.857304,0.645102,-0.890050,-0.887500,12.000000
51.867302,-0.632711,-0.889594,-0.887325,15.000000
51.877300,0.674431,-0.889137,-0.886569,-11.000000
51.887299,0.645255,-0.888679,-0.887238,-36.000000
51.897297,-0.743999,-0.888220,-0.886307,-52.000000
51.907295,-0.674412,-0.887760,-0.883282,-2.000000
51.917294,0.663585,-0.887299,-0.882177,4.000000
51.927292,-0.632591,-0.886838,-0.882613,16.000000
51.937290,0.645582,-0.886375,-0.881915,1.000000
51.947289,0.645626,-0.885912,-0.882264,12.000000
51.957287,-0.678431,-0.885448,-0.881711,6.000000
51.967285,-0.636640,-0.884983,-0.880082,-13.000000
51.977283,0.679215,-0.884517,-0.879733,-17.000000
51.987282,0.645853,-0.884050,-0.880460,16.000000
51.997280,-0.651865,-0.883582,-0.879908,19.000000
52.007278,0.643168,-0.883113,-0.878802,8.000000
52.017277,-0.636477,-0.882644,-0.878890,-6.000000
52.027275,-0.643405,-0.882174,-0.877959,-14.000000
52.037273,0.683702,-0.881702,-0.877435,-30.000000
52.047272,0.646161,-0.881230,-0.878075,-31.000000
52.057270,-0.708782,-0.880757,-0.877144,2.000000
52.067268,-0.693470,-0.880283,-0.874672,17.000000
52.077267,-0.627998,-0.879808,-0.872985,48.000000
52.087265,0.675678,-0.879333,-0.872606,-12.000000
52.097263,-0.671121,-0.878856,-0.873072,-23.000000
52.107262,-0.686432,-0.878379,-0.871065,32.000000
52.117260,0.496892,-0.877900,-0.869727,-25.000000
52.127258,0.581059,-0.877421,-0.869901,-62.000000
52.137257,-0.671022,-0.876941,-0.869261,-45.000000
52.147255,-0.662651,-0.876460,-0.867312,7.000000
52.157253,0.117868,-0.875978,-0.866149,-3.000000
52.167252,0.357440,-0.875495,-0.866091,8.000000
52.177250,-0.640260,-0.875012,-0.865916,7.000000
52.187248,-0.631871,-0.874527,-0.864956,-7.000000
52.197247,0.669331,-0.874042,-0.864723,65.000000
52.207245,-0.627627,-0.873556,-0.865305,11.000000
52.217243,-0.438168,-0.873069,-0.864549,48.000000
52.227242,0.673652,-0.872581,-0.864723,-3.000000
52.237240,-0.624736,-0.872092,-0.865334,2.000000
52.247238,0.647276,-0.871602,-0.864607,52.000000
52.257236,0.647317,-0.871112,-0.864898,5.000000
52.267235,-0.673388,-0.870620,-0.864229,-2.000000
52.277233,-0.639932,-0.870128,-0.862542,11.000000
52.287231,0.685108,-0.869635,-0.862105,-27.000000
52.297230,-0.639882,-0.869141,-0.862716,-47.000000
52.307228,-0.203125,-0.868646,-0.861814,4.000000
52.317226,0.674115,-0.868150,-0.862076,-29.000000
52.327225,-0.650934,-0.867654,-0.862309,38.000000
52.337223,0.647749,-0.867156,-0.861349,-27.000000
52.347221,-0.624389,-0.866657,-0.861640,-19.000000
52.357220,-0.551027,-0.866158,-0.860855,-19.000000
52.367218,0.647874,-0.865658,-0.860302,12.000000
52.377216,-0.631238,-0.865157,-0.860331,-26.000000
52.387215,0.647963,-0.864655,-0.859400,12.000000
52.397213,-0.635344,-0.864153,-0.859284,72.000000
52.407211,-0.650641,-0.863649,-0.858353,-31.000000
52.417210,-0.635284,-0.863144,-0.857218,5.000000
52.427208,0.648157,-0.862639,-0.856724,5.000000
52.437206,-0.650543,-0.862133,-0.856782,-30.000000
52.447205,0.107261,-0.861626,-0.855502,-53.000000
52.457203,0.648296,-0.861118,-0.855182,-49.000000
52.467201,-0.676920,-0.860609,-0.854775,-63.000000
52.477200,-0.665760,-0.860100,-0.852826,59.000000
52.487198,0.633131,-0.859589,-0.851692,58.000000
52.497196,-0.635039,-0.859078,-0.851808,-49.000000
52.507195,0.226363,-0.858566,-0.851052,-38.000000
52.517193,0.648606,-0.858053,-0.850935,41.000000
52.527191,-0.646078,-0.857539,-0.850761,63.000000
52.537189,-0.623748,-0.857024,-0.849626,23.000000
52.547188,0.686383,-0.856508,-0.849510,-75.000000
52.557186,0.648807,-0.855992,-0.850324,42.000000
52.567184,-0.665474,-0.855475,-0.849597,-1.000000
52.577183,-0.619453,-0.854957,-0.847968,4.000000
52.587181,0.686595,-0.854438,-0.847648,-60.000000
52.597179,0.649017,-0.853918,-0.848463,25.000000
52.607178,-0.680698,-0.853397,-0.847823,13.000000
52.617176,-0.634682,-0.852875,-0.846339,-52.000000
52.627174,0.691007,-0.852353,-0.845990,-1.000000
52.637173,0.649245,-0.851830,-0.846717,-56.000000
52.647171,-0.672242,-0.851305,-0.846107,-55.000000
52.657169,-0.645737,-0.850780,-0.844507,-18.000000
52.667168,0.649409,-0.850254,-0.843750,53.000000
52.677166,-0.638700,-0.849728,-0.844099,28.000000
52.687164,-0.623331,-0.849200,-0.843314,-39.000000
52.697163,0.691373,-0.848672,-0.843459,34.000000
52.707161,0.649607,-0.848143,-0.844536,1.000000
52.717159,-0.669259,-0.847612,-0.844041,9.000000
52.727158,-0.103172,-0.847082,-0.842354,80.000000
52.737156,0.649755,-0.846550,-0.841947,-4.000000
52.747154,-0.641276,-0.846017,-0.841947,-18.000000
52.757153,-0.623116,-0.845483,-0.840754,-47.000000
52.767151,0.687540,-0.844949,-0.840609,-7.000000
52.777149,-0.641190,-0.844414,-0.841481,-46.000000
52.787148,0.649999,-0.843878,-0.840551,69.000000
52.797146,-0.660648,-0.843341,-0.840900,-39.000000
52.807144,-0.702466,-0.842803,-0.839300,-39.000000
52.817142,-0.653656,-0.842265,-0.837002,4.000000
52.827141,0.692084,-0.841726,-0.836187,11.000000
52.837139,-0.625722,-0.841185,-0.837118,-22.000000
52.847137,0.650347,-0.840644,-0.836187,45.000000
52.857136,-0.199858,-0.840102,-0.836536,-53.000000
52.867134,-0.633977,-0.839559,-0.835780,-30.000000
52.877132,0.699295,-0.839016,-0.835489,42.000000
52.887131,0.650546,-0.838472,-0.836478,-40.000000
52.897129,-0.691094,-0.837926,-0.835664,50.000000
52.907127,0.559319,-0.837380,-0.833889,9.000000
52.917126,0.650706,-0.836833,-0.833773,8.000000
52.927124,-0.668698,-0.836285,-0.833191,2.000000
52.937122,0.650813,-0.835737,-0.831533,13.000000
52.947121,-0.481426,-0.835187,-0.831388,10.000000
52.957119,0.650896,-0.834637,-0.830806,5.000000
52.967117,-0.580982,-0.834086,-0.830922,-12.000000
52.977116,0.650980,-0.833534,-0.830195,10.000000
52.987114,-0.042870,-0.832981,-0.830399,58.000000
52.997112,-0.504134,-0.832428,-0.829817,9.000000
53.007111,0.669240,-0.831873,-0.829468,6.000000
53.017109,-0.338720,-0.831318,-0.829991,12.000000
53.027107,0.651198,-0.830762,-0.829351,3.000000
53.037106,0.637293,-0.830205,-0.829497,67.000000
53.047104,-0.664105,-0.829647,-0.828886,72.000000
53.057102,-0.159861,-0.829088,-0.827635,-16.000000
53.067101,0.669518,-0.828529,-0.827635,25.000000
53.077099,-0.637514,-0.827969,-0.827897,6.000000
53.087097,0.651479,-0.827408,-0.827199,-14.000000
53.097095,0.651527,-0.826846,-0.827722,6.000000
53.107094,-0.652766,-0.826283,-0.827228,26.000000
53.117092,0.651624,-0.825719,-0.826152,-40.000000
53.127090,0.633533,-0.825155,-0.826181,21.000000
53.137089,-0.663832,-0.824590,-0.825541,19.000000
53.147087,-0.652646,-0.824024,-0.823970,24.000000
53.157085,0.651816,-0.823457,-0.822952,13.000000
53.167084,-0.633052,-0.822889,-0.822806,-5.000000
53.177082,-0.201507,-0.822321,-0.821759,-29.000000
53.187080,-0.182305,-0.821751,-0.821323,-67.000000
53.197079,-0.667821,-0.821181,-0.820567,-66.000000
53.207077,0.429922,-0.820610,-0.819141,6.000000
53.217075,0.194877,-0.820038,-0.818879,-55.000000
53.227074,-0.670516,-0.819466,-0.818036,-27.000000
53.237072,-0.637008,-0.818892,-0.816465,-70.000000
53.247070,0.652220,-0.818318,-0.815709,20.000000
53.257069,-0.639733,-0.817743,-0.815796,-44.000000
53.267067,-0.652260,-0.817167,-0.814603,-16.000000
53.277065,0.652360,-0.816590,-0.813731,-8.000000
53.287064,-0.628478,-0.816013,-0.813847,20.000000
53.297062,-0.244809,-0.815434,-0.812800,-6.000000
53.307060,0.652482,-0.814855,-0.812393,0.000000
53.317059,-0.636743,-0.814275,-0.812509,-68.000000
53.327057,0.652570,-0.813695,-0.811520,-11.000000
53.337055,-0.590530,-0.813113,-0.811316,11.000000
53.347054,0.652654,-0.812530,-0.810531,-17.000000
53.357052,-0.632421,-0.811947,-0.810356,47.000000
53.367050,0.638783,-0.811363,-0.809425,-24.000000
53.377048,-0.281237,-0.810778,-0.809164,-26.000000
53.387047,-0.643474,-0.810193,-0.808204,-11.000000
53.397045,0.652862,-0.809606,-0.807418,-26.000000
53.407043,-0.242739,-0.809019,-0.807651,-35.000000
53.417042,-0.636396,-0.808431,-0.806808,61.000000
53.427040,0.690671,-0.807842,-0.806313,-59.000000
53.437038,-0.632165,-0.807252,-0.806953,-31.000000
53.447037,0.653093,-0.806662,-0.806139,-57.000000
53.457035,-0.018174,-0.806070,-0.806400,33.000000
53.467033,-0.636247,-0.805478,-0.805644,-7.000000
53.477032,0.653218,-0.804885,-0.804829,63.000000
53.487030,-0.486520,-0.804292,-0.805237,-56.000000
53.497028,-0.651498,-0.803697,-0.804393,-78.000000
53.507027,-0.643095,-0.803102,-0.803375,-23.000000
53.517025,-0.636083,-0.802505,-0.802328,11.000000
53.527023,0.653433,-0.801909,-0.801572,12.000000
53.537022,-0.541095,-0.801311,-0.801717,65.000000
53.547020,0.653518,-0.800712,-0.800932,-24.000000
53.557018,-0.499066,-0.800113,-0.800815,-1.000000
53.567017,0.497395,-0.799513,-0.800059,53.000000
53.577015,0.553081,-0.798912,-0.799884,-69.000000
53.587013,-0.662362,-0.798310,-0.799099,-47.000000
53.597012,-0.651172,-0.797708,-0.797325,32.000000
53.607010,0.653779,-0.797104,-0.796306,-3.000000
53.617008,-0.638553,-0.796500,-0.796219,26.000000
53.627007,-0.638519,-0.795895,-0.795172,4.000000
53.637005,0.653908,-0.795289,-0.794474,-9.000000
53.647003,-0.635665,-0.794683,-0.794648,9.000000
53.657001,0.640034,-0.794075,-0.793688,-12.000000
53.667000,-0.650950,-0.793467,-0.793281,-50.000000
53.676998,-0.638358,-0.792859,-0.791885,-34.000000
53.686996,0.654122,-0.792249,-0.791100,43.000000
53.696995,-0.306001,-0.791638,-0.791390,-45.000000
53.706993,-0.684328,-0.791027,-0.790256,-23.000000
53.716991,-0.657795,-0.790415,-0.788423,37.000000
53.726990,0.654324,-0.789802,-0.787580,59.000000
53.736988,-0.638198,-0.789189,-0.787987,-49.000000
53.746986,0.654410,-0.788574,-0.786998,-26.000000
53.756985,-0.635344,-0.787959,-0.786940,-16.000000
53.766983,0.640534,-0.787343,-0.786009,-72.000000
53.776981,-0.366376,-0.786726,-0.785834,-69.000000
53.786980,-0.714819,-0.786108,-0.784700,-40.000000
53.796978,-0.631058,-0.785490,-0.782518,-33.000000
53.806976,0.696584,-0.784871,-0.782228,53.000000
53.816975,-0.642188,-0.784251,-0.782984,44.000000
53.826973,0.654807,-0.783630,-0.782082,35.000000
53.836971,0.654853,-0.783009,-0.782431,-74.000000
53.846970,-0.653273,-0.782386,-0.781791,49.000000
53.856968,0.654948,-0.781763,-0.780395,14.000000
53.866966,0.654994,-0.781139,-0.780482,10.000000
53.876965,-0.661572,-0.780515,-0.779784,-68.000000
53.886963,-0.444374,-0.779889,-0.778155,8.000000
53.896961,0.688646,-0.779263,-0.777980,45.000000
53.906960,-0.641955,-0.778636,-0.778533,-31.000000
53.916958,0.655236,-0.778008,-0.777806,67.000000
53.926956,0.655283,-0.777380,-0.778359,23.000000
53.936954,-0.653044,-0.776751,-0.777806,-56.000000
53.946953,0.637221,-0.776120,-0.776526,-2.000000
53.956951,0.655415,-0.775490,-0.776410,-24.000000
53.966949,-0.661338,-0.774858,-0.775770,-3.000000
53.976948,-0.201830,-0.774226,-0.774257,4.000000
53.986946,0.684881,-0.773592,-0.774054,6.000000
53.996944,-0.300761,-0.772958,-0.774373,1.000000
54.006943,0.648667,-0.772324,-0.773704,-22.000000
54.016941,0.655696,-0.771688,-0.773646,36.000000
54.026939,-0.641628,-0.771052,-0.773152,41.000000
54.036938,0.444483,-0.770415,-0.771814,-42.000000
54.046936,-0.269057,-0.769777,-0.771348,6.000000
54.056934,-0.637331,-0.769138,-0.770446,60.000000
54.066933,-0.668026,-0.768499,-0.769457,-36.000000
54.076931,-0.698739,-0.767859,-0.767625,-31.000000
54.086929,-0.742047,-0.767218,-0.764890,38.000000
54.096928,-0.698777,-0.766576,-0.761865,-11.000000
54.106926,-0.661062,-0.765934,-0.759538,-1.000000
54.116924,-0.630309,-0.765291,-0.758258,4.000000
54.126923,0.689833,-0.764647,-0.757938,-15.000000
54.136921,-0.630265,-0.764002,-0.758287,2.000000
54.146919,-0.637219,-0.763357,-0.757357,-18.000000
54.156918,0.656442,-0.762710,-0.756658,-12.000000
54.166916,-0.630173,-0.762063,-0.756629,-10.000000
54.176914,-0.612726,-0.761416,-0.755553,22.000000
54.186913,0.694286,-0.760767,-0.755378,-76.000000
54.196911,-0.645467,-0.760118,-0.755989,-4.000000
54.206909,0.653872,-0.759468,-0.754855,0.000000
54.216908,-0.625847,-0.758817,-0.754884,29.000000
54.226906,0.656744,-0.758165,-0.754099,82.000000
54.236904,0.459833,-0.757513,-0.754215,-23.000000
54.246902,-0.660683,-0.756860,-0.753400,-35.000000
54.256901,0.654081,-0.756206,-0.751917,-45.000000
54.266899,-0.330991,-0.755551,-0.751772,7.000000
54.276897,-0.629855,-0.754896,-0.750841,30.000000
54.286896,0.698914,-0.754240,-0.750433,52.000000
54.296894,-0.636805,-0.753583,-0.750986,70.000000
54.306892,0.643121,-0.752925,-0.749939,-15.000000
54.316891,-0.633944,-0.752267,-0.749968,10.000000
54.326889,0.657171,-0.751608,-0.749124,-36.000000
54.336887,-0.353956,-0.750948,-0.749066,18.000000
54.346886,-0.633849,-0.750287,-0.748135,-47.000000
54.356884,0.675457,-0.749626,-0.747583,-73.000000
54.366882,0.643367,-0.748964,-0.748106,-57.000000
54.376881,-0.675697,-0.748301,-0.747292,18.000000
54.386879,-0.640744,-0.747638,-0.745459,70.000000
54.396877,0.657482,-0.746973,-0.744790,14.000000
54.406876,0.639356,-0.746308,-0.745197,20.000000
54.416874,-0.664416,-0.745642,-0.744557,21.000000
54.426872,-0.640637,-0.744976,-0.743045,4.000000
54.436871,0.657655,-0.744308,-0.742347,5.000000
54.446869,0.501793,-0.743640,-0.742492,-35.000000
54.456867,-0.667105,-0.742971,-0.741707,22.000000
54.466866,-0.667090,-0.742301,-0.739845,-5.000000
54.476864,-0.203003,-0.741631,-0.738478,-68.000000
54.486862,-0.473543,-0.740960,-0.737838,-31.000000
54.496861,0.655118,-0.740288,-0.737053,24.000000
54.506859,-0.648806,-0.739616,-0.736762,-48.000000
54.516857,-0.655772,-0.738942,-0.735104,55.000000
54.526855,0.644072,-0.738269,-0.734144,-3.000000
54.536854,-0.651524,-0.737594,-0.734202,29.000000
54.546852,-0.629135,-0.736918,-0.732689,41.000000
54.556850,0.695916,-0.736242,-0.732369,12.000000
54.566849,-0.636086,-0.735565,-0.732980,-41.000000
54.576847,0.658273,-0.734887,-0.732020,43.000000
54.586845,-0.308119,-0.734209,-0.732224,-32.000000
54.596844,0.658351,-0.733530,-0.731438,8.000000
54.606842,0.218697,-0.732850,-0.731351,-31.000000
54.616840,-0.644324,-0.732169,-0.730449,-18.000000
54.626839,0.658471,-0.731488,-0.729344,-22.000000
54.636837,-0.467958,-0.730806,-0.729664,44.000000
54.646835,0.658550,-0.730123,-0.728995,28.000000
54.656834,0.647410,-0.729439,-0.729315,6.000000
54.666832,-0.659566,-0.728755,-0.728646,71.000000
54.676830,0.135110,-0.728070,-0.727250,2.000000
54.686829,0.658718,-0.727384,-0.727279,50.000000
54.696827,-0.249737,-0.726698,-0.727191,59.000000
54.706825,0.651807,-0.726011,-0.726435,-71.000000
54.716824,0.094532,-0.725322,-0.726319,-62.000000
54.726822,0.110157,-0.724634,-0.725737,4.000000
54.736820,0.647723,-0.723945,-0.725213,-33.000000
54.746819,-0.368330,-0.723255,-0.724922,14.000000
54.756817,0.656188,-0.722564,-0.724166,61.000000
54.766815,0.530542,-0.721872,-0.724050,-57.000000
54.776814,-0.650858,-0.721180,-0.723439,-51.000000
54.786812,0.659105,-0.720487,-0.722275,-22.000000
54.796810,0.659153,-0.719793,-0.722188,-34.000000
54.806808,-0.659182,-0.719099,-0.721577,-20.000000
54.816807,-0.545068,-0.718403,-0.720006,-25.000000
54.826805,0.688646,-0.717708,-0.719454,-42.000000
54.836803,0.619669,-0.717011,-0.719774,-37.000000
54.846802,-0.659089,-0.716314,-0.719047,12.000000
54.856800,-0.322912,-0.715616,-0.717447,-69.000000
